|id |cnpj          |createdAt                    |updatedAt                    |nome_fantasia                                                             |razao_social                                                              |id_cidade|cep     |bairro               |logradouro                      |numero|complemento    |nome_contato         |email_empresa      |ativo|plano |link_imagem                                                                                           |
|59 |0             |2024-05-30 17:45:59.342 -0300|2024-05-30 17:45:59.342 -0300|CAFÉ BRASIL                                                               |CAFÉ BRASIL                                                               |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|57 |0             |2024-05-30 17:44:33.896 -0300|2024-05-30 17:44:33.896 -0300|GRANI AMICI                                                               |GRANI AMICI                                                               |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|2  |18283673627182|2024-04-25 16:06:05.593 -0300|2024-04-25 16:06:05.593 -0300|Nome fantasia teste                                                       |Razão social teste                                                        |4.399    |88040410|Carvoeira            |Rua Douglas Seabra Levier       |140   |solar da serra |Alex                 |amanda@dimo.com    |     |1     |                                                                                                      |
|54 |0             |2024-05-30 17:37:01.001 -0300|2024-05-30 17:37:01.001 -0300|CAMIL                                                                     |CAMIL                                                                     |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|71 |0             |2024-05-30 18:09:19.789 -0300|2024-05-30 18:09:19.789 -0300|DR. SCHÄR BRANDS                                                          |DR. SCHÄR BRANDS                                                          |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|26 |0             |2024-05-30 17:26:36.400 -0300|2024-05-30 17:26:36.400 -0300|BLUE DIAMOND                                                              |BLUE DIAMOND                                                              |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|93 |0             |2024-07-12 17:32:28.591 -0300|2024-07-12 17:32:28.591 -0300|PITA BREAD                                                                |PITA BREAD                                                                |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|28 |0             |2024-05-30 17:26:41.506 -0300|2024-05-30 17:26:41.506 -0300|SILK                                                                      |SILK                                                                      |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|43 |0             |2024-05-30 17:31:55.678 -0300|2024-05-30 17:31:55.678 -0300|NINHO                                                                     |NINHO                                                                     |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|89 |0             |2024-07-12 17:31:32.633 -0300|2024-07-12 17:31:32.633 -0300|NESTLÉ                                                                    |NESTLÉ                                                                    |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|104|99292929292292|2024-07-25 17:30:58.290 -0300|2024-07-25 17:30:58.290 -0300|teste post Dedé                                                           |teste post Dedé                                                           |4.399    |88040410|Carvoeira            |Rua Douglas Seabra Levier       |100   |               |Alexsandro lazzaretti|teste@teste.com    |     |1     |                                                                                                      |
|47 |0             |2024-05-30 17:33:17.627 -0300|2024-05-30 17:33:17.627 -0300|ADRIA                                                                     |ADRIA                                                                     |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|39 |0             |2024-05-30 17:30:18.351 -0300|2024-05-30 17:30:18.351 -0300|ITALAC WHEY                                                               |ITALAC WHEY                                                               |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|91 |0             |2024-07-12 17:31:39.121 -0300|2024-07-12 17:31:39.121 -0300|PARATI                                                                    |PARATI                                                                    |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|87 |0             |2024-07-12 17:31:12.590 -0300|2024-07-12 17:31:12.590 -0300|DIPÃES                                                                    |DIPÃES                                                                    |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|83 |0             |2024-07-12 13:14:59.239 -0300|2024-07-12 13:14:59.239 -0300|COCA-COLA                                                                 |COCA-COLA                                                                 |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|6  |0             |2024-05-30 17:21:42.473 -0300|2024-05-30 17:21:42.473 -0300|BATAVO                                                                    |BATAVO                                                                    |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|20 |0             |2024-05-30 17:25:54.551 -0300|2024-05-30 17:25:54.551 -0300|RIVERSIDE                                                                 |RIVERSIDE                                                                 |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|51 |0             |2024-05-30 17:33:31.305 -0300|2024-05-30 17:33:31.305 -0300|DACOLONIA                                                                 |DACOLONIA                                                                 |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|10 |0             |2024-05-30 17:23:58.199 -0300|2024-05-30 17:23:58.199 -0300|JASMINE                                                                   |JASMINE                                                                   |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|8  |0             |2024-05-30 17:23:53.131 -0300|2024-05-30 17:23:53.131 -0300|STEVITA                                                                   |STEVITA                                                                   |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|12 |0             |2024-05-30 17:24:01.076 -0300|2024-05-30 17:24:01.076 -0300|DANONE                                                                    |DANONE                                                                    |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|69 |0             |2024-05-30 18:06:08.691 -0300|2024-05-30 18:06:08.691 -0300|UNIÃO                                                                     |UNIÃO                                                                     |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|4  |38388883838883|2024-04-26 05:27:47.085 -0300|2024-04-26 05:27:47.085 -0300|Coca-cola                                                                 |Coca-cola ltda                                                            |4.399    |88040410|Carvoeira            |Rua Douglas Seabra Levier       |120   |               |joao                 |teste@gmail.com    |     |1     |                                                                                                      |
|85 |0             |2024-07-12 17:30:54.566 -0300|2024-07-12 17:30:54.566 -0300|DA MARCIA                                                                 |DA MARCIA                                                                 |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|74 |0             |2024-05-30 18:11:41.248 -0300|2024-05-30 18:11:41.248 -0300|PROMIX                                                                    |PROMIX                                                                    |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|72 |0             |2024-05-30 18:11:29.312 -0300|2024-05-30 18:11:29.312 -0300|BRASIL FRUTT                                                              |BRASIL FRUTT                                                              |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|32 |0             |2024-05-30 17:27:48.034 -0300|2024-05-30 17:27:48.034 -0300|YOKI                                                                      |YOKI                                                                      |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|90 |0             |2024-07-12 17:31:37.542 -0300|2024-07-12 17:31:37.542 -0300|PANCO                                                                     |PANCO                                                                     |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|35 |0             |2024-05-30 17:29:00.402 -0300|2024-05-30 17:29:00.402 -0300|ELEGE                                                                     |ELEGE                                                                     |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|33 |0             |2024-05-30 17:28:14.016 -0300|2024-05-30 17:28:14.016 -0300|PORTINARI                                                                 |PORTINARI                                                                 |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|38 |0             |2024-05-30 17:30:14.293 -0300|2024-05-30 17:30:14.293 -0300|PEPSI                                                                     |PEPSI                                                                     |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|68 |0             |2024-05-30 18:05:03.545 -0300|2024-05-30 18:05:03.545 -0300|TUI ALIMENTOS                                                             |TUI ALIMENTOS                                                             |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|97 |0             |2024-07-12 17:32:41.943 -0300|2024-07-12 17:32:41.943 -0300|SEVEN BOYS                                                                |SEVEN BOYS                                                                |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|96 |0             |2024-07-12 17:32:40.106 -0300|2024-07-12 17:32:40.106 -0300|SANTA MASSA                                                               |SANTA MASSA                                                               |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|101|0             |2024-07-12 17:34:00.912 -0300|2024-07-12 17:34:00.912 -0300|WICKBOLD                                                                  |WICKBOLD                                                                  |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|99 |0             |2024-07-12 17:33:12.523 -0300|2024-07-12 17:33:12.523 -0300|TIROL                                                                     |TIROL                                                                     |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|100|0             |2024-07-12 17:33:57.809 -0300|2024-07-12 17:33:57.809 -0300|VISCONTI                                                                  |VISCONTI                                                                  |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|34 |0             |2024-05-30 17:28:50.090 -0300|2024-05-30 17:28:50.090 -0300|NATUTERRA                                                                 |NATUTERRA                                                                 |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|19 |0             |2024-05-30 17:25:53.307 -0300|2024-05-30 17:25:53.307 -0300|ACQUAMIX                                                                  |ACQUAMIX                                                                  |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|42 |0             |2024-05-30 17:30:45.448 -0300|2024-05-30 17:30:45.448 -0300|TRÊS CORAÇÕES                                                             |TRÊS CORAÇÕES                                                             |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|11 |0             |2024-05-30 17:23:59.979 -0300|2024-05-30 17:23:59.979 -0300|LINEA                                                                     |LINEA                                                                     |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|3  |12121212121212|2024-04-26 05:26:58.725 -0300|2024-04-26 05:26:58.725 -0300|Tirol                                                                     |tirol ltda                                                                |4.399    |88040410|Carvoeira            |Rua Douglas Seabra Levier       |140   |               |teste                |amanda@dimo.com    |     |1     |                                                                                                      |
|70 |0             |2024-05-30 18:06:17.405 -0300|2024-05-30 18:06:17.405 -0300|DR.OETKER                                                                 |DR.OETKER                                                                 |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|27 |0             |2024-05-30 17:26:37.509 -0300|2024-05-30 17:26:37.509 -0300|PIRACANJUBA                                                               |PIRACANJUBA                                                               |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|82 |0             |2024-07-12 12:54:41.086 -0300|2024-07-12 12:54:41.086 -0300|AMBEV                                                                     |AMBEV                                                                     |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|84 |0             |2024-07-12 17:30:53.036 -0300|2024-07-12 17:30:53.036 -0300|COPERPÃO                                                                  |COPERPÃO                                                                  |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|86 |0             |2024-07-12 17:31:11.641 -0300|2024-07-12 17:31:11.641 -0300|DELLA VITA                                                                |DELLA VITA                                                                |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|78 |0             |2024-05-30 18:14:55.131 -0300|2024-05-30 18:14:55.131 -0300|ITUBAINA                                                                  |ITUBAINA                                                                  |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|76 |0             |2024-05-30 18:14:04.951 -0300|2024-05-30 18:14:04.951 -0300|SUKITA                                                                    |SUKITA                                                                    |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|36 |0             |2024-05-30 17:29:10.404 -0300|2024-05-30 17:29:10.404 -0300|CHOCO MILK                                                                |CHOCO MILK                                                                |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|48 |0             |2024-05-30 17:33:21.396 -0300|2024-05-30 17:33:21.396 -0300|PIRAQUE                                                                   |PIRAQUE                                                                   |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|21 |0             |2024-05-30 17:25:56.035 -0300|2024-05-30 17:25:56.035 -0300|SCHWEPPES                                                                 |SCHWEPPES                                                                 |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|44 |0             |2024-05-30 17:32:56.827 -0300|2024-05-30 17:32:56.827 -0300|LOWCUCAR                                                                  |LOWCUCAR                                                                  |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|25 |0             |2024-05-30 17:26:34.340 -0300|2024-05-30 17:26:34.340 -0300|A TAL DA CASTANHA                                                         |A TAL DA CASTANHA                                                         |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|40 |0             |2024-05-30 17:30:31.267 -0300|2024-05-30 17:30:31.267 -0300|ACTIMEL                                                                   |ACTIMEL                                                                   |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|29 |0             |2024-05-30 17:26:59.433 -0300|2024-05-30 17:26:59.433 -0300|NESFIT                                                                    |NESFIT                                                                    |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|52 |0             |2024-05-30 17:34:19.151 -0300|2024-05-30 17:34:19.151 -0300|MAE TERRA                                                                 |MAE TERRA                                                                 |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|17 |0             |2024-05-30 17:25:34.999 -0300|2024-05-30 17:25:34.999 -0300|KELLOGG S                                                                 |KELLOGG S                                                                 |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|95 |12345678910123|2024-07-12 17:32:38.354 -0300|2024-10-29 11:51:31.342 -0300|PULLMAN                                                                   |PULLMAN                                                                   |         |        |                     |                                |      |               |                     |                   |true |2     |                                                                                                      |
|98 |0             |2024-07-12 17:32:55.082 -0300|2024-07-12 17:32:55.082 -0300|THABRULAI                                                                 |THABRULAI                                                                 |         |        |                     |                                |      |               |                     |                   |     |3     |                                                                                                      |
|88 |0             |2024-07-12 17:31:16.779 -0300|2024-07-12 17:31:16.779 -0300|LAC LÉLO                                                                  |LAC LÉLO                                                                  |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|94 |0             |2024-07-12 17:32:31.752 -0300|2024-07-12 17:32:31.752 -0300|PRATIS                                                                    |PRATIS                                                                    |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|92 |0             |2024-07-12 17:31:57.541 -0300|2024-07-12 17:31:57.541 -0300|PEPSICO                                                                   |PEPSICO                                                                   |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|56 |0             |2024-05-30 17:43:50.567 -0300|2024-05-30 17:43:50.567 -0300|DR OETKER                                                                 |DR OETKER                                                                 |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|50 |0             |2024-05-30 17:33:27.268 -0300|2024-05-30 17:33:27.268 -0300|DA COLONIA                                                                |DA COLONIA                                                                |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|60 |0             |2024-05-30 17:46:47.973 -0300|2024-05-30 17:46:47.973 -0300|LEAO                                                                      |LEAO                                                                      |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|9  |0             |2024-05-30 17:23:54.235 -0300|2024-05-30 17:23:54.235 -0300|NESTLE                                                                    |NESTLE                                                                    |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|15 |0             |2024-05-30 17:25:32.141 -0300|2024-05-30 17:25:32.141 -0300|MAGUARY                                                                   |MAGUARY                                                                   |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|13 |0             |2024-05-30 17:25:27.134 -0300|2024-05-30 17:25:27.134 -0300|SOCOCO                                                                    |SOCOCO                                                                    |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|62 |0             |2024-05-30 17:48:17.760 -0300|2024-05-30 17:48:17.760 -0300|BAER-MATE                                                                 |BAER-MATE                                                                 |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|106|12121212121212|2024-10-11 16:17:54.645 -0300|2024-10-11 16:17:54.645 -0300|Luma S Oliveira                                                           |Luma S Oliveira                                                           |4.378    |89801050|Centro               |Rua Marechal José B. Bormann - D|381   |               |Luma S Oliveira      |lumasarai@gmail.com|     |2     |                                                                                                      |
|107|00000000000000|2024-10-18 09:28:14.424 -0300|2024-10-18 09:28:14.424 -0300|SUSHI HOUSE                                                               |11111111111                                                               |4.378    |89801050|Centro               |Rua Marechal José B. Bormann - D|381   |               |Luma Oliveira        |lumasarai@gmail.com|     |2     |                                                                                                      |
|108|              |2024-10-22 16:30:38.445 -0300|2024-10-22 16:30:38.445 -0300|Empresa de teste sem campos                                               |                                                                          |         |        |                     |                                |      |               |                     |                   |true |1     |                                                                                                      |
|105|12345688554111|2024-07-26 14:07:10.708 -0300|2024-10-29 10:20:00.586 -0300|TIAGO EMPRESA                                                             |Razao Social                                                              |4.378    |89815899|Área Rural de Chapecó|Área Rural                      |123   |               |Tiago                |tiago@incorp.com.br|true |1     |                                                                                                      |
|109|              |2024-10-31 14:04:41.451 -0300|2024-10-31 14:04:41.451 -0300|Desbravalley                                                              |                                                                          |         |        |                     |                                |      |               |                     |                   |true |3     |                                                                                                      |
|110|              |2024-10-31 15:57:58.765 -0300|2024-10-31 15:57:58.765 -0300|foodtest                                                                  |                                                                          |         |        |                     |                                |      |               |                     |                   |true |3     |                                                                                                      |
|111|              |2024-11-20 11:26:19.595 -0300|2024-11-20 11:26:19.595 -0300|Empresa da Thatha                                                         |                                                                          |         |        |                     |                                |      |               |                     |                   |true |3     |                                                                                                      |
|123|              |2024-12-18 20:57:52.741 -0300|2024-12-18 20:57:52.741 -0300|qweqwe qwe                                                                |                                                                          |         |        |                     |                                |      |               |                     |                   |true |2     |                                                                                                      |
|124|0             |2024-12-18 20:58:26.482 -0300|2024-12-18 20:58:26.482 -0300|GRUPO SANTA CLARA - TRÊS CORAÇÕES                                         |GRUPO SANTA CLARA - TRÊS CORAÇÕES                                         |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|125|0             |2024-12-18 21:15:29.782 -0300|2024-12-18 21:15:29.782 -0300|AÇAÍ MOTION SP COMERCIO E DISTRIBUICAO DE PRODUTOS ALIMENTICIOS LTDA      |AÇAÍ MOTION SP COMERCIO E DISTRIBUICAO DE PRODUTOS ALIMENTICIOS LTDA      |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|126|0             |2024-12-18 21:15:31.085 -0300|2024-12-18 21:15:31.085 -0300|DANONE - POÇOS DE CALDAS                                                  |DANONE - POÇOS DE CALDAS                                                  |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|127|0             |2024-12-18 21:15:42.012 -0300|2024-12-18 21:15:42.012 -0300|RECOFARMA                                                                 |RECOFARMA                                                                 |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|128|0             |2024-12-18 21:15:53.225 -0300|2024-12-18 21:15:53.225 -0300|FEMSA                                                                     |FEMSA                                                                     |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|129|0             |2024-12-18 21:15:56.978 -0300|2024-12-18 21:15:56.978 -0300|M DIAS BRANCO                                                             |M DIAS BRANCO                                                             |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|130|0             |2024-12-18 21:17:17.079 -0300|2024-12-18 21:17:17.079 -0300|AMBEV S.A.                                                                |AMBEV S.A.                                                                |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|131|0             |2024-12-18 21:17:37.104 -0300|2024-12-18 21:17:37.104 -0300|ARCOR/BAGLEY                                                              |ARCOR/BAGLEY                                                              |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|132|0             |2024-12-18 21:18:39.474 -0300|2024-12-18 21:18:39.474 -0300|UNILEVER                                                                  |UNILEVER                                                                  |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|133|0             |2024-12-18 21:19:10.787 -0300|2024-12-18 21:19:10.787 -0300|COOPERATIVA VINICOLA AURORA LTDA                                          |COOPERATIVA VINICOLA AURORA LTDA                                          |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|134|0             |2024-12-18 21:20:03.297 -0300|2024-12-18 21:20:03.297 -0300|AURORA ALIMENTOS                                                          |AURORA ALIMENTOS                                                          |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|135|0             |2024-12-18 21:20:07.277 -0300|2024-12-18 21:20:07.277 -0300|COMERCIAL RS LTDA                                                         |COMERCIAL RS LTDA                                                         |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|136|0             |2024-12-18 21:20:36.669 -0300|2024-12-18 21:20:36.669 -0300|BAGLEY                                                                    |BAGLEY                                                                    |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|137|0             |2024-12-18 21:21:14.733 -0300|2024-12-18 21:21:14.733 -0300|BEBIDAS GRASSI DO BRASIL LTDA                                             |BEBIDAS GRASSI DO BRASIL LTDA                                             |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|138|0             |2024-12-18 21:22:11.358 -0300|2024-12-18 21:22:11.358 -0300|BARILLA DO BRASIL                                                         |BARILLA DO BRASIL                                                         |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|139|0             |2024-12-18 21:22:23.594 -0300|2024-12-18 21:22:23.594 -0300|LACTALIS (MATRIZ)                                                         |LACTALIS (MATRIZ)                                                         |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|140|0             |2024-12-18 21:22:55.927 -0300|2024-12-18 21:22:55.927 -0300|LACTICINIOS TIROL LTDA                                                    |LACTICINIOS TIROL LTDA                                                    |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|141|0             |2024-12-18 21:23:43.234 -0300|2024-12-18 21:23:43.234 -0300|(HEINEKEN) (SCHINCARIOL) (KAISER)                                         |(HEINEKEN) (SCHINCARIOL) (KAISER)                                         |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
|142|0             |2024-12-18 21:23:46.930 -0300|2024-12-18 21:23:46.930 -0300|GRUBAL BEBIDAS AMERICAN LATIN LTDA                                        |GRUBAL BEBIDAS AMERICAN LATIN LTDA                                        |         |        |                     |                                |      |               |                     |                   |     |1     |                                                                                                      |
